pseudocode,balavatika_located_yn,special_training,material_training,free_text_books_pr,free_uniform_pr,free_text_books_up,free_uniform_up,acad_inspections,crc_coordinator,block_level_officers,district_officers,smc_exists,smc_smdc_same,smc_smdc_meetings,grants_receipt,grants_expenditure
5004201,2,9,1,1,1,2,2,1,10,17,0,1,9,10,27000,27000
3542515,2,9,1,1,1,2,2,1,10,3,0,1,9,7,25000,25000
4110406,2,9,2,1,1,2,2,1,12,15,2,1,9,12,64000,64000
5380162,0,9,1,2,2,1,1,1,7,1,5,1,3,3,50000,50000
1899967,2,9,1,1,1,2,2,1,6,6,1,1,9,8,12000,12000
9119662,2,9,1,1,1,2,2,1,10,2,0,1,9,8,10000,10000
7508040,2,9,1,1,1,2,2,1,14,3,1,1,9,10,27000,27000
7475969,2,9,1,1,1,2,2,1,10,2,0,1,9,9,12000,12000
3550543,0,9,1,2,2,1,1,1,14,14,1,1,3,7,29000,29000
5295772,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3083903,2,9,1,1,1,2,2,1,12,2,0,1,9,10,52000,52000
9481300,0,9,1,2,2,1,1,2,13,0,3,1,3,6,77000,77000
5438060,2,9,1,1,1,2,2,1,17,6,0,1,9,7,25000,25000
6991857,2,9,1,1,1,2,2,1,11,8,1,1,9,5,50000,50000
6002295,0,9,1,2,2,2,1,0,10,15,2,1,3,10,75000,75000
1780330,2,9,1,1,1,2,2,1,12,3,1,1,9,5,25000,25000
4633293,2,9,1,1,1,2,2,1,11,12,0,1,9,6,10000,10000
9891263,1,9,1,1,1,1,1,1,10,5,1,1,9,10,25000,25000
6787738,2,9,1,1,1,2,2,1,11,6,2,1,9,6,10000,10000
7454295,2,9,1,1,1,2,2,1,16,4,0,1,9,6,12000,12000
5462325,2,9,1,1,1,2,2,0,10,10,0,1,9,8,27000,27000
8403584,2,9,1,1,1,2,2,1,10,2,0,1,9,6,27000,27000
6668494,0,9,1,2,2,2,1,1,10,10,3,1,3,12,50000,50000
6664991,2,9,1,1,1,2,2,1,14,3,0,1,9,10,27000,27000
2553210,2,9,1,1,1,2,2,1,12,8,5,1,9,6,27000,27000
5607925,2,9,1,1,1,2,2,1,7,7,0,1,9,8,12000,12000
2656279,2,9,1,1,1,2,2,1,8,5,0,1,9,9,27000,27000
8993327,2,9,1,1,1,2,2,3,10,5,1,1,9,9,25000,25000
9854780,2,9,1,1,1,2,2,1,10,2,1,1,9,13,27000,27000
2993046,2,9,1,1,1,2,2,1,11,2,1,1,9,8,12000,12000
3246961,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6372092,2,9,1,1,1,1,1,1,6,12,0,1,9,6,30000,30000
2695264,2,9,1,1,1,2,2,1,10,3,1,1,9,9,27000,27000
6251542,0,9,1,2,2,1,1,1,15,3,2,1,3,20,102000,102000
2549767,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2931203,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7563991,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3280945,2,9,1,1,1,2,2,1,6,5,0,1,9,8,27000,27000
3871222,2,9,1,1,1,2,2,1,10,1,0,1,9,4,12000,12000
1155745,2,9,1,1,1,2,2,1,12,2,0,1,9,7,27000,27000
5866426,1,9,1,1,1,2,2,1,12,3,2,1,9,9,25000,25000
9838923,1,9,1,1,1,2,2,1,13,6,1,1,9,8,27000,27000
1738829,2,9,1,1,1,2,2,1,12,8,1,1,9,11,5000,5000
2064243,1,9,1,1,1,1,1,3,10,5,2,1,9,5,52000,52000
3325636,1,9,1,1,1,2,2,1,12,4,0,1,9,9,25000,25000
3167536,2,9,1,1,1,2,2,1,6,11,0,1,9,6,27000,27000
9149398,1,9,1,1,1,2,2,1,7,5,0,1,9,7,28000,28000
6158490,2,9,1,1,1,2,2,1,15,3,0,1,9,8,27000,27000
4289259,2,9,1,1,1,2,2,1,11,8,0,1,9,6,10000,10000
1897750,1,9,1,1,1,2,2,1,10,3,1,1,9,10,10000,10000
9942267,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2243407,1,9,1,1,1,2,2,1,12,4,1,1,9,8,50000,50000
7903514,2,9,1,1,1,2,2,1,12,4,0,1,9,6,27000,27000
1623074,2,9,2,1,1,2,2,1,8,9,0,2,9,0,0,0
6783761,2,9,1,1,1,2,2,1,10,11,2,1,9,6,52000,52000
7942026,2,9,1,1,1,2,2,1,10,8,2,1,9,9,50000,50000
1919042,2,9,1,1,1,2,2,1,7,12,2,1,9,6,52000,52000
3573073,2,9,1,1,1,1,1,4,12,2,0,1,9,10,52500,52500
8356628,2,9,1,1,1,2,2,1,10,5,2,1,9,9,75000,75000
3970863,0,9,1,2,2,1,1,1,10,13,5,1,3,10,100000,100000
7871505,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1787487,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5573447,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8658127,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9044231,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5177104,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2083912,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1364377,2,9,1,1,1,1,1,1,8,3,0,1,9,6,50000,50000
9566912,2,9,1,1,1,2,2,1,12,8,0,1,9,8,25000,25000
6056593,2,9,1,1,1,2,2,1,16,8,1,1,9,8,27000,27000
6144005,0,9,1,2,2,1,1,1,13,1,0,1,3,11,69500,69500
3735725,1,9,1,1,1,2,2,1,8,7,0,1,9,7,11000,11000
4320874,2,9,1,1,1,2,2,1,9,1,0,1,9,8,12000,12000
9967778,2,9,1,1,1,2,2,1,6,15,0,1,9,6,27000,27000
2583271,1,9,1,1,1,2,2,1,10,3,0,1,9,6,25000,25000
6070161,2,9,1,1,1,2,2,1,18,3,0,1,9,4,12000,12000
2972840,2,9,1,1,1,2,2,1,12,3,0,1,9,6,27000,27000
9185121,2,9,1,1,1,2,2,1,10,10,2,1,9,10,27000,27000
7527015,2,9,1,1,1,2,2,1,10,3,0,1,9,10,25000,25000
8824502,2,9,1,1,1,2,2,1,11,13,0,1,9,9,25000,25000
7426023,1,9,1,1,1,1,1,3,10,15,0,1,9,7,51000,51000
4780081,1,9,1,1,1,2,2,1,11,10,2,1,9,4,25000,25000
5383544,2,9,1,1,1,1,1,1,8,6,0,1,9,8,50000,50000
4887935,2,9,1,1,1,2,2,14,9,5,0,1,9,8,12000,12000
6097206,2,9,1,1,1,2,2,1,10,7,0,1,9,8,12000,12000
3801878,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5087395,2,9,1,1,1,2,2,1,5,3,0,1,9,10,27000,27000
2000982,2,9,1,1,1,1,1,1,14,6,0,1,9,6,27000,27000
6871035,2,9,1,1,1,2,2,1,11,4,1,1,9,9,12000,12000
8173514,0,9,1,2,2,1,1,0,10,0,2,1,3,11,52000,52000
3732479,2,9,1,1,1,2,2,1,12,10,1,1,9,9,12000,12000
4519961,2,9,1,1,1,2,2,1,11,2,2,1,9,7,50000,50000
4441232,0,9,2,2,2,2,2,10,10,10,2,1,3,10,75000,75000
9048788,2,9,1,1,1,2,2,1,9,12,0,1,9,4,25000,25000
5240645,1,9,1,1,1,2,2,1,10,5,0,1,9,10,10000,10000
5369021,2,9,1,1,1,2,2,14,7,6,1,1,9,8,12000,12000
8735684,2,9,2,1,1,1,1,1,14,12,1,1,9,11,52000,52000
4903727,2,9,1,1,1,2,2,1,11,3,0,1,9,9,25000,25000
8023893,0,9,1,2,2,1,1,1,11,12,1,1,3,11,77000,77000
5881505,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3689193,2,9,1,1,1,2,2,1,14,9,0,1,9,6,52000,52000
7757205,0,9,1,2,2,1,1,0,15,0,5,1,3,11,77000,77000
4218520,0,9,2,2,2,1,2,1,15,30,4,1,3,10,75000,75000
4045533,2,9,1,1,1,1,1,1,7,1,1,1,9,6,52000,52000
8388257,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4297905,1,9,1,1,1,2,2,1,11,4,5,1,9,9,50000,50000
4910145,0,9,1,2,2,1,1,1,10,7,3,1,3,5,50000,50000
7569619,2,9,1,1,1,2,2,26,20,6,0,1,9,8,27000,27000
4778251,0,9,1,2,2,1,1,1,10,5,4,1,3,10,77000,77000
5232657,2,9,1,1,1,2,2,14,8,6,0,1,9,8,12000,12000
1279271,2,9,1,1,1,2,2,1,7,5,1,1,9,8,53000,53000
8361233,0,9,1,2,2,1,1,1,12,5,3,1,3,7,50000,50000
5171639,0,9,2,2,2,2,2,3,8,2,2,1,1,12,50000,50000
5970242,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8950350,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3363057,2,9,1,1,1,2,2,1,12,6,0,1,9,5,10000,10000
2901366,2,9,1,1,1,2,2,1,7,5,1,1,9,7,25000,25000
1383808,2,9,1,1,1,2,2,1,7,5,0,1,9,7,12000,12000
7232927,2,9,1,1,1,1,1,20,16,4,0,1,9,8,52000,52000
5059710,2,9,1,1,1,2,2,1,11,7,1,1,9,11,27000,27000
8735206,2,9,1,1,1,2,2,1,10,1,0,1,9,9,12000,12000
7615250,2,9,1,1,1,2,2,1,12,1,1,1,9,8,27000,27000
6594016,0,9,1,2,2,1,1,1,14,3,2,1,3,7,52000,52000
8389254,2,9,1,1,1,2,2,1,5,5,0,1,9,7,12000,12000
2221071,2,9,1,1,1,1,1,1,12,7,1,1,9,11,51085,51085
7696125,2,9,1,1,1,1,1,1,6,8,1,1,9,8,28000,28000
3080682,2,9,2,1,1,2,2,19,11,6,2,1,9,7,10000,10000
1569666,2,9,1,1,1,2,2,2,11,3,2,1,9,6,52000,52000
2774803,0,9,1,2,2,1,1,1,10,3,3,1,3,8,75000,75000
7117849,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7325839,2,9,1,1,1,2,2,1,11,8,0,1,9,8,25000,25000
7915987,2,9,1,1,1,2,2,1,8,11,0,1,9,9,12000,12000
2218982,1,9,1,1,1,2,2,1,8,10,0,1,9,7,50000,50000
4186298,2,9,1,1,1,2,2,0,6,1,0,1,9,6,27000,27000
7563009,2,9,1,1,1,2,2,1,10,8,1,1,9,11,25000,25000
7555208,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1245303,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5371742,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7717356,2,9,1,1,1,1,1,1,16,7,1,1,9,10,52000,52000
4280332,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2577004,2,9,2,1,1,2,2,1,17,9,0,1,9,5,25100,25100
5980821,2,9,1,1,1,2,2,1,11,5,0,1,9,4,10000,10000
5374052,2,9,1,1,1,2,2,1,12,5,0,1,9,11,27000,27000
6191926,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4813080,2,9,1,1,1,2,2,5,15,8,0,1,9,9,27000,27000
2991921,0,9,1,2,2,1,1,1,10,1,0,1,3,10,27000,27000
4595839,2,9,1,1,1,2,2,1,10,2,1,1,9,9,12000,12000
6253278,2,9,1,1,1,2,2,1,7,5,0,1,9,7,27000,27000
9535695,1,9,1,1,1,2,2,1,11,3,2,1,9,7,25000,25000
4058628,2,9,1,1,1,2,2,1,8,8,0,1,9,7,25000,25000
1624201,1,9,1,1,1,1,1,1,11,11,0,1,9,6,52000,52000
3902366,2,9,1,1,1,2,2,1,11,3,3,1,9,9,26000,26000
2158708,0,9,1,2,2,1,1,1,10,1,3,1,3,10,50000,50000
8477144,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4922263,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9591916,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7979702,2,9,1,1,1,2,2,1,10,3,0,1,9,6,32000,32000
1081925,0,9,1,2,2,1,1,1,8,4,0,1,3,10,27000,27000
9635418,2,9,1,1,1,2,2,1,13,3,0,1,9,10,12000,12000
5665420,2,9,1,1,1,2,2,1,10,2,0,1,9,6,28000,28000
4900847,0,9,1,2,2,1,1,1,10,3,0,1,3,8,0,0
6064838,2,9,1,1,1,2,2,1,14,2,1,1,9,4,12000,12000
1512701,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9798180,2,9,1,1,1,1,1,1,14,2,0,1,9,6,52000,52000
8914205,2,9,1,1,1,2,2,1,17,6,0,1,9,6,50000,50000
3010782,0,9,2,2,2,1,1,0,5,0,2,1,3,10,104545,104545
5450232,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8887519,2,9,2,1,1,2,2,1,5,6,0,1,9,8,27000,27000
1540619,2,9,1,1,1,2,2,1,7,6,1,1,9,5,25000,25000
3672667,0,9,1,2,2,1,1,1,12,0,0,1,3,12,50000,50000
6780893,2,9,1,1,1,1,1,1,10,4,0,1,9,7,52000,52000
4495041,2,9,1,1,1,1,1,1,11,10,0,1,9,7,25000,25000
1485306,2,9,1,1,1,2,2,1,10,10,0,1,9,7,27000,27000
4122698,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5066081,0,9,2,2,2,1,1,1,7,8,1,1,3,11,69500,69500
6384807,0,9,2,2,2,1,1,1,10,1,0,1,3,7,50000,50000
7741810,1,9,1,1,1,2,2,1,12,4,2,1,9,9,27000,27000
6577033,1,9,1,1,1,2,2,1,11,18,2,1,9,11,51000,51000
9651807,0,9,1,2,2,1,1,1,11,8,2,1,3,6,75000,75000
6814881,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2945686,1,9,1,1,1,2,2,1,12,4,2,1,9,12,27000,27000
5555828,0,9,1,2,2,1,1,1,10,1,1,1,3,8,51800,51800
7708229,2,9,1,1,1,2,2,1,9,3,1,1,9,6,25000,25000
8391243,0,9,1,2,2,1,1,0,7,0,1,1,3,10,52000,52000
5823358,2,9,1,1,1,2,2,1,12,2,1,1,9,6,27000,27000
4543313,2,9,1,1,1,2,2,1,10,6,1,1,9,10,26000,26000
7793924,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7688821,0,9,1,2,2,1,1,1,10,3,6,1,3,5,50000,50000
7982744,2,9,1,1,1,1,1,1,14,6,1,1,9,7,52000,52000
9728897,2,9,1,1,1,2,2,1,12,3,0,1,9,11,27000,27000
1683402,2,9,1,1,1,2,2,1,10,3,0,1,9,8,25000,25000
6516162,2,9,1,1,1,2,2,1,8,3,0,1,9,11,25000,25000
4676385,2,9,1,1,1,2,2,1,12,10,1,1,9,10,25000,25000
7076836,2,9,1,1,1,2,2,1,13,15,1,1,9,7,10000,10000
9607846,2,9,1,1,1,2,2,1,13,13,5,1,9,10,10000,10000
4200087,2,9,1,1,1,2,2,1,15,10,2,1,9,10,12500,12500
4571374,2,9,1,1,1,2,2,1,12,10,4,1,9,10,12750,12750
4592200,2,9,1,1,1,2,2,1,12,10,4,1,9,10,50000,50000
6359065,0,9,1,2,2,1,1,2,18,10,2,1,3,10,50000,50000
4550822,2,9,1,1,1,1,1,1,11,15,2,1,9,15,25000,25000
9191948,2,9,1,1,1,1,1,1,15,12,1,1,9,6,25000,25000
7204665,2,9,1,1,1,2,2,1,12,5,1,1,9,11,25000,25000
7941503,0,9,1,2,2,1,1,1,12,3,0,1,3,10,210000,120000
2063306,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6307345,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2009492,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5957687,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2984969,1,9,1,1,1,2,2,1,11,1,0,1,9,11,25000,25000
7006358,2,9,1,1,1,2,2,1,14,5,1,1,9,11,25000,25000
6893182,2,9,1,1,1,2,2,1,13,14,1,1,9,10,0,0
8801650,2,9,1,1,1,2,2,1,12,3,1,1,9,11,10000,10000
3258820,2,9,1,1,1,2,2,1,12,10,1,1,9,10,50000,50000
5164069,0,9,1,2,2,1,1,1,1,2,2,1,3,8,75000,75000
5554182,2,9,1,1,1,1,1,1,10,10,2,1,9,10,50000,50000
9074330,2,9,1,1,1,2,2,1,14,15,1,1,9,7,25000,25000
3687177,2,9,1,1,1,1,1,1,13,13,5,1,9,10,25000,25000
6469550,2,9,1,1,1,2,2,1,10,12,3,1,9,10,50000,50000
5084389,2,9,1,1,1,2,2,1,10,15,3,1,9,10,25000,25000
2720737,2,9,1,1,1,2,2,0,0,0,0,1,9,0,10452,10452
9059451,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5771753,0,9,1,2,2,1,1,1,5,4,2,1,1,10,37500,37500
3981072,0,9,2,2,2,2,2,1,12,15,2,1,1,10,100000,100000
1300073,0,9,2,2,2,1,1,1,5,5,1,1,3,0,0,0
2558344,2,9,1,1,1,2,2,1,7,5,2,1,9,4,25000,25000
5434173,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2273123,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1876780,2,9,1,2,2,2,2,1,10,5,5,1,9,0,0,0
4436580,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
9980856,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7221642,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7382106,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8316680,2,9,1,1,1,2,2,1,10,10,0,1,9,10,25000,25000
6814719,2,9,1,1,1,2,2,1,15,10,3,1,9,8,25000,25000
8614839,2,9,1,1,1,2,2,1,14,12,1,1,9,8,19500,19500
9698554,1,9,1,1,1,2,2,1,10,10,1,1,9,10,25000,25000
1304084,2,9,1,1,1,2,2,1,15,12,3,1,9,6,25000,25000
3851804,2,9,2,1,1,2,2,1,13,10,1,1,9,7,0,0
9611973,2,9,1,1,1,2,2,6,12,10,4,1,9,10,25000,25000
5740248,0,9,2,2,2,1,1,1,10,0,1,1,1,13,25000,25000
9241012,2,9,1,1,1,2,2,1,10,15,1,1,9,6,25000,25000
9812579,2,9,2,1,1,2,2,1,12,10,1,1,9,7,25000,25000
8096119,2,9,1,1,1,2,2,1,12,10,2,1,9,10,25000,25000
1870664,2,9,1,1,1,2,2,1,10,12,0,1,9,7,51750,51750
9562866,0,9,1,2,2,1,1,1,12,5,2,1,3,7,75000,75000
2587914,2,9,1,1,1,1,1,1,10,15,1,1,9,12,50000,50000
2818029,2,9,1,1,1,1,1,1,10,15,6,1,9,12,50000,50000
2726601,2,9,1,1,1,2,2,5,10,5,1,2,9,0,0,0
3164261,0,9,1,2,2,1,1,1,12,0,2,2,2,0,0,0
6939898,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8888084,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5047836,1,9,1,1,1,2,2,1,12,6,1,1,9,6,25000,25000
5946154,0,9,1,2,2,1,1,1,12,15,1,1,3,7,25000,25000
8102573,1,9,1,1,1,1,1,1,15,12,1,1,9,7,50000,50000
8544414,2,9,1,1,1,2,2,1,14,12,0,1,9,10,10000,10000
6041001,2,9,1,1,1,2,2,1,12,15,1,1,9,12,10000,10000
1938287,2,9,1,1,1,2,2,1,14,5,0,1,9,11,25000,25000
6157668,2,9,1,1,1,2,2,1,10,10,1,1,9,10,25000,25000
8496989,2,9,1,1,1,2,2,1,12,10,1,1,9,10,25000,25000
1086210,1,9,1,1,1,2,2,1,12,6,1,1,9,6,25000,25000
1817718,2,9,2,1,1,2,2,1,12,10,1,1,9,10,50000,50000
9868427,2,9,1,1,1,1,1,1,12,11,1,1,9,7,50000,5000
6667713,2,9,1,1,1,2,2,2,15,13,1,1,9,11,25000,25000
3808224,2,9,1,1,2,2,2,1,10,10,1,1,9,5,0,0
8751571,2,9,1,1,1,2,2,1,10,15,1,1,9,6,50000,50000
2625046,0,9,1,2,2,1,1,1,12,2,1,1,3,8,75000,75000
7865025,2,9,1,1,1,2,2,1,12,9,1,1,9,7,25000,25000
2125573,2,9,1,1,1,2,2,1,15,12,0,1,9,12,25000,25000
5703018,2,9,1,1,1,2,2,1,12,13,1,1,9,15,39500,39500
8759307,2,9,1,1,1,2,2,1,11,12,1,1,9,11,10000,10000
3360644,0,9,1,2,2,1,1,1,12,1,1,1,1,7,0,0
1745729,2,9,1,1,1,2,2,3,11,13,1,1,9,11,25000,25000
2078945,2,9,1,1,1,2,2,1,12,10,2,1,9,7,25000,25000
5664291,0,9,1,2,2,1,1,1,10,10,2,1,3,10,0,0
7443417,2,9,1,1,1,2,2,1,15,10,1,1,9,5,12500,12500
5946237,2,9,1,1,1,2,2,1,13,10,1,1,9,10,10000,10000
8054882,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4846905,2,9,1,1,1,2,2,2,12,12,3,1,9,8,10000,10000
5542962,2,9,1,1,1,2,2,1,12,12,10,1,9,8,52000,52000
7229178,2,9,1,1,1,2,2,1,12,10,3,1,9,6,10000,10000
4914456,1,9,1,1,1,2,2,1,12,12,1,1,9,10,0,0
5324332,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2921314,2,9,1,1,1,2,2,1,12,12,0,1,9,6,25000,25000
6211747,2,9,1,1,1,2,2,1,12,12,1,1,9,10,10000,10000
2033268,2,9,1,1,1,2,2,1,12,12,1,1,9,10,25000,25000
9531123,2,9,1,1,1,2,2,11,12,13,1,1,9,11,50000,50000
2086837,0,9,1,2,2,1,1,3,15,2,1,1,3,10,50000,50000
5126002,2,9,1,1,1,2,2,1,13,12,1,1,9,10,0,0
7188755,2,9,1,1,1,2,2,1,8,8,0,1,9,6,25000,25000
5343292,2,9,1,1,1,2,2,1,15,13,1,1,9,9,26000,26000
6489684,2,9,1,1,1,2,2,1,12,10,4,1,9,10,25824,25824
7857230,2,9,1,1,1,2,2,1,13,14,0,1,9,12,50000,50000
2352282,0,9,1,2,2,1,1,1,12,2,2,1,3,8,50000,50000
8161144,2,9,1,1,1,1,1,1,12,5,1,1,9,8,50000,50000
6490154,2,9,2,1,1,1,1,4,10,6,1,1,9,0,0,0
9848134,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8830819,2,9,1,1,1,2,2,1,13,11,5,1,9,10,12500,12500
3523164,0,9,1,2,2,1,1,2,13,6,2,1,1,10,75000,75000
8229581,2,9,1,1,1,2,2,1,13,13,1,1,9,10,25000,25000
3578039,2,9,1,1,1,1,1,1,10,10,1,1,9,6,25000,25000
8645261,2,9,1,1,1,2,2,1,12,6,1,1,9,10,25000,25000
8058313,0,9,1,2,2,1,1,0,2,1,1,1,3,10,50000,50000
1637006,2,9,1,1,1,2,2,1,12,13,1,1,9,7,10000,10000
9136749,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7902671,2,9,1,1,1,2,2,1,10,5,0,1,9,8,25000,25000
8196190,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4718139,2,9,1,1,1,2,2,1,10,10,1,1,9,6,25000,25000
7284863,2,9,1,1,1,2,2,1,15,12,1,1,9,10,25000,25000
3092332,2,9,1,1,1,2,2,1,15,8,1,1,9,6,25000,25000
8684730,2,9,1,1,1,1,1,1,12,8,1,1,9,7,50000,50000
6278323,2,9,1,1,1,2,2,1,12,15,1,1,9,7,25000,25000
3856798,2,9,1,1,1,2,2,1,12,10,4,1,9,10,15800,15800
6409780,2,9,1,1,1,2,2,1,12,10,2,1,9,6,25000,25000
6959992,0,9,2,2,2,1,1,2,8,3,1,1,3,9,50000,50000
6537248,2,9,1,1,1,2,2,1,12,10,1,1,9,5,25000,25000
3418172,2,9,1,1,1,2,2,1,12,15,1,1,9,7,10000,10000
5386630,2,9,1,1,1,1,1,1,11,12,2,1,9,7,25000,25000
5100946,2,9,1,1,1,2,2,1,12,12,1,1,9,10,0,0
7473947,2,9,1,1,1,2,2,1,12,12,1,1,9,10,0,0
7149271,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9951708,2,9,1,1,1,2,2,1,15,10,3,1,9,8,36500,36500
4764579,2,9,1,1,1,2,2,1,12,10,1,1,9,12,12500,12500
6702441,2,9,1,1,1,2,2,5,12,6,0,1,9,20,25000,25000
2273492,2,9,1,1,1,2,2,1,12,10,1,1,9,6,10000,10000
4999325,2,9,1,1,1,2,2,1,10,10,1,1,9,10,25000,25000
9769810,2,9,1,1,1,1,1,1,13,15,1,1,9,12,50000,50000
8846301,2,9,1,1,1,2,2,1,14,12,0,1,9,10,10000,10000
7341735,2,9,1,1,1,1,1,1,12,12,1,1,9,6,25000,25000
7118193,2,9,1,1,1,2,2,1,12,12,2,1,9,8,10000,10000
9146247,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9439359,2,9,1,1,1,2,2,2,15,13,2,1,9,10,50000,50000
4213397,0,9,1,2,2,1,1,1,12,5,1,1,1,10,75000,75000
1208342,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3704816,2,9,1,1,1,2,2,2,9,12,1,1,9,8,0,0
6886506,2,9,1,1,1,1,1,2,15,12,2,1,9,10,50000,50000
3039109,2,9,1,1,1,1,1,1,14,3,1,1,9,12,50000,50000
4584505,2,9,1,1,1,2,2,1,14,13,1,1,9,10,5000,5000
8776676,2,9,1,1,1,2,2,2,15,12,0,1,9,10,10000,10000
6297347,2,9,1,1,1,2,2,1,12,15,1,1,9,10,25000,25000
2750783,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8167553,2,9,1,1,1,2,2,1,12,10,1,1,9,10,25000,25000
2599611,2,9,1,1,1,2,2,1,12,9,1,1,9,8,50000,50000
7752450,0,9,1,2,2,1,1,1,12,2,2,1,3,10,75000,75000
8825719,2,9,1,1,1,2,2,1,12,10,2,1,9,10,25000,25000
7600157,0,9,1,2,2,1,1,1,14,5,1,1,3,10,50000,50000
1902111,2,9,1,1,1,2,2,1,12,12,1,1,9,8,25000,25000
8131616,2,9,1,1,1,2,2,1,18,12,1,1,9,6,25000,25000
5446667,2,9,1,1,1,2,2,1,12,10,2,1,9,10,10000,10000
6868268,2,9,1,1,1,2,2,1,13,5,2,1,9,12,12500,12500
8337857,0,9,1,2,2,1,1,1,2,7,3,1,3,8,50000,50000
9762549,1,9,1,1,1,2,2,1,14,12,2,1,9,11,25000,25000
9638249,2,9,1,1,1,2,2,1,12,12,1,1,9,7,10000,10000
6109104,2,9,1,1,1,1,1,1,10,15,1,1,9,10,26000,26000
2228897,2,9,1,1,1,1,1,1,12,6,1,1,9,6,25000,25000
2488708,1,9,1,1,1,2,2,1,12,12,1,1,9,10,0,0
3516715,2,9,1,1,1,2,2,1,15,11,0,1,9,10,25000,25000
7755307,2,9,1,1,1,2,2,1,12,15,2,1,9,7,50000,50000
3591677,0,9,1,2,2,1,1,1,16,15,2,1,3,8,50000,50000
6999638,2,9,1,1,1,2,2,1,12,8,2,1,9,5,50000,50000
5161665,0,9,1,2,2,1,1,4,14,5,2,1,3,13,75000,75000
5277676,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4153120,2,9,1,1,1,2,2,1,12,8,1,1,9,9,25000,25000
3956050,2,9,1,1,1,2,2,1,15,10,2,1,9,10,25000,25000
2486679,2,9,1,1,1,2,2,1,15,12,0,1,9,7,25000,25000
1141738,2,9,1,1,1,2,2,1,12,15,1,1,9,10,10000,10000
3435303,2,9,1,1,1,1,1,1,12,7,5,1,9,8,50000,50000
4187386,2,9,1,1,1,2,2,1,12,15,2,1,9,10,26000,26000
2694620,2,9,1,1,1,2,2,1,12,8,1,1,9,8,25000,25000
2782905,2,9,1,1,1,2,2,1,12,9,1,1,9,6,12500,0
